EMPLID,Name,AcademicPlan,Grad Year
5645844,"hnmol,baazg",F100-2208,20-21
5847652,"rfmhg,jczsb",F100-2208,19-20
6112652,"ooedb,eyuwe",F100-2208,19-20
7749890,"umsvn,nobzs",F100-2208,20-21
9609696,"gpboe,johnx",F100-2208,19-20
8727457,"sezca,mgefa",F100-2208,19-20
5511902,"nefwp,pwwuv",F100-2208,19-20
0061720,"zhtqo,mhfnl",F100-2208,20-21
2162250,"nfjpd,bjqpx",F100-2208,19-20
0191871,"tkosi,amwyo",F100-2208,19-20
3975795,"mzmde,mohed",F100-2208,20-21
8919108,"vydbe,piuut",F100-2208,20-21
7885437,"elnrx,hpmzh",F100-2208,19-20
3877663,"wkmsk,qgzey",F100-2208,19-20
7280356,"wevop,zniwe",F100-2208,19-20
2326852,"dhyen,pbidj",F100-2208,20-21
2646624,"kuuzi,gitva",F100-2208,20-21
5453716,"kpaxy,bbpea",F100-2208,19-20
5313614,"axcvn,vwrtx",F100-2208,19-20
9616317,"nvcys,pasrv",F100-2208,20-21
3179233,"nzyif,evkjg",F100-2208,20-21
1418950,"pgbja,kataf",F100-2208,19-20
4056930,"shobg,wvzsw",F100-2208,20-21
7613063,"koloo,xuodu",F100-2208,20-21
9736286,"nicsl,zpvqg",F100-2208,19-20
8225415,"paqfl,xavpr",F100-2208,19-20
4223626,"oqkoh,zpqfx",F100-2208,20-21
2867259,"aynle,ybsxw",F100-2208,19-20
5564099,"bjcyy,rjhsl",F100-2208,20-21
3351798,"aevav,epsbv",F100-2208,20-21
1052046,"bgebx,ylmal",F100-2208,19-20
7592161,"bqhhd,vrvyd",F100-2208,19-20
8996792,"zfnnc,phicq",F100-2208,19-20
9872169,"okawd,mcahg",F100-2208,20-21
4089801,"kqqgi,ivxkp",F100-2208,19-20
7798514,"tqsmp,wgvmh",F100-2208,19-20
3389262,"mcxnc,dnoyu",F100-2208,20-21
0846125,"gnspf,hlqse",F100-2208,20-21
0089709,"jgoci,mdaqi",F100-2208,20-21
4431180,"ddpef,phcbe",F100-2208,19-20
3496248,"imdiq,ekpaa",F100-2208,20-21
4063122,"ypvkq,zvmsz",F100-2208,19-20
0445153,"deqfm,khxza",F100-2208,19-20
7996457,"iocqp,nsdfu",F100-2208,20-21
1977831,"gexoz,hypfi",F100-2208,20-21
1779534,"crfiq,ronti",F100-2208,20-21
5303704,"nxwfm,jxvqz",F100-2208,19-20
1364896,"bscbt,mfyvr",F100-2208,19-20
3824737,"orwqy,osrtj",F100-2208,19-20
8216036,"akyda,vpesf",F100-2208,20-21
9401092,"jmhxg,jjrnh",F100-2208,19-20
3912547,"fzoab,qavsi",F100-2208,20-21
7639659,"bjcwz,tljqs",F100-2208,19-20
4931307,"kmbbk,rajbo",F100-2208,20-21
6335504,"hmtch,hvyoh",F100-2208,20-21
7193666,"wqexe,kuvgn",F100-2208,19-20
4836352,"obvyo,uocqo",F100-2208,19-20
1614569,"nmpsm,sgery",F100-2208,20-21
4092349,"vkikf,kmowj",F100-2208,20-21
3545760,"caarf,fzcdo",F100-2208,20-21
1254537,"zcrcq,syoas",F100-2208,19-20
1096380,"qfaav,byfbq",F100-2208,19-20
4456491,"hpnjc,bmkzb",F100-2208,20-21
2514421,"jhthd,xcdld",F100-2208,20-21
7266810,"lmeti,rmsir",F100-2208,20-21
0607387,"hofsu,bdtbw",F100-2208,20-21
3799452,"thvla,azllj",F100-2208,20-21
2904316,"sdbig,tlzts",F100-2208,20-21
2669068,"eucoo,gtpop",F100-2208,20-21
3288907,"zhnxo,mdtlv",F100-2208,19-20
1354227,"ahyln,pwoco",F100-2208,19-20
7221128,"ideqm,zndhw",F100-2208,20-21
7371056,"idfwi,weone",F100-2208,19-20
9953087,"vplkr,mqoys",F100-2208,20-21
2546368,"rlmod,qpcor",F100-2208,19-20
7746019,"pqopk,zsuec",F100-2208,19-20
4729286,"hnpti,udypw",F100-2208,20-21
1477102,"hltxe,abnhw",F100-2208,19-20
3816370,"dikwg,bwjwo",F100-2208,20-21
7480838,"haopk,zlelg",F100-2208,19-20
8229222,"ubtrb,yflvd",F100-2208,20-21
2442037,"cgrnd,ejmnb",F100-2208,20-21
1248249,"wnnyz,gnsxo",F100-2208,19-20
5925453,"jraqj,evfhw",F100-2208,19-20
1655691,"ekpqw,ikarg",F100-2208,20-21
7182031,"sthec,fluwe",F100-2208,19-20
2712775,"nopym,rqraq",F100-2208,20-21
6526954,"zxqro,rvgqe",F100-2208,20-21
7620236,"heydt,iitfi",F100-2208,20-21
9667317,"bllxk,lgihw",F100-2208,19-20
3307087,"cvtpp,mxsnu",F100-2208,19-20
1489924,"hbrap,apjaa",F100-2208,20-21
6782648,"isbup,rwfxs",F100-2208,19-20
5249488,"vdeyl,aywyp",F100-2208,20-21
7136325,"hcfyn,qksoc",F100-2208,19-20
6304249,"udhjo,ukqwz",F100-2208,19-20
7283430,"kakwb,jrxjn",F100-2208,20-21
4569680,"spuyj,xdwjz",F100-2208,19-20
1360731,"zrkyh,llzwm",F100-2208,19-20
5276316,"nvpsa,ytsjv",F100-2208,20-21
4935735,"eqods,bglcb",F100-2208,19-20
0870188,"nlwnc,auvhn",F100-2208,20-21
1477133,"bipzn,dbsks",F100-2208,20-21
1746514,"fsenq,xvilg",F100-2208,20-21
7553279,"wdmhm,zxkby",F100-2208,20-21
3248696,"kfarv,kgnli",F100-2208,20-21
6894669,"ulhte,geaso",F100-2208,20-21
0625568,"svasq,mciul",F100-2208,19-20
6642723,"hgrwx,zzbmb",F100-2208,19-20
2088837,"qkzjz,vedas",F100-2208,20-21
9018213,"plpnu,ydofl",F100-2208,19-20
4475669,"iioxr,refrb",F100-2208,20-21
4308918,"jggun,viaqd",F100-2208,20-21
5992505,"piggq,vwkmj",F100-2208,20-21
1891435,"izjtu,bznyz",F100-2208,20-21
6264673,"jiofv,dzeei",F100-2208,19-20
0518242,"mulvo,gjoar",F100-2208,19-20
6121494,"ahtsy,trryf",F100-2208,20-21
8059125,"haqlj,kfzws",F100-2208,20-21
1914333,"svoxl,muada",F100-2208,19-20
9963249,"rbrvk,hjsfb",F100-2208,19-20
3299177,"vpigh,ogmiw",F100-2208,20-21
0885803,"rfeao,qnuzz",F100-2208,20-21
0434109,"nsdgn,pzdke",F100-2208,19-20
9936479,"trgaj,vxcux",F100-2208,20-21
0674523,"cimkq,jefjm",F100-2208,20-21
4379690,"qgtwj,isasf",F100-2208,19-20
1584393,"ilpel,fqzis",F100-2208,20-21
1813961,"vhmql,oukhu",F100-2208,19-20
5390805,"wgdcq,wxfxy",F100-2208,19-20
2837612,"bvyde,ukrhx",F100-2208,19-20
5616019,"ptxcw,drxuu",F100-2208,20-21
3756074,"iodjv,yhzgo",F100-2208,19-20
8659320,"mzanq,drvnx",F100-2208,19-20
1829877,"mguiw,cawca",F100-2208,20-21
2268986,"jfvfu,djcxn",F100-2208,19-20
3180006,"lpsjy,fceec",F100-2208,19-20
2981382,"jtidk,kfdcc",F100-2208,19-20
0529962,"owmzh,qtzqq",F100-2208,19-20
3623927,"bkrpk,scbek",F100-2208,20-21
1230799,"mqvqy,itcab",F100-2208,19-20
9377157,"qiptj,zqpaa",F100-2208,19-20
4614472,"ymolr,ipcrv",F100-2208,20-21
5394694,"ojrxa,habbr",F100-2208,19-20
6046480,"arkxf,bgteb",F100-2208,20-21
7402387,"djqil,dmypv",F100-2208,19-20
5004972,"mvyca,mxnut",F100-2208,20-21
1701065,"sxige,qczbr",F100-2208,19-20
1123109,"wzfeo,gqkmi",F100-2208,20-21
6587597,"lpequ,afrdl",F100-2208,20-21
0437281,"drpvy,prkcv",F100-2208,20-21
9507458,"zlqtt,vhtyw",F100-2208,20-21
7790602,"iczhp,eksuh",F100-2208,20-21
9171547,"ijmrh,fvxba",F100-2208,20-21
9217793,"bauyj,ajiby",F100-2208,19-20
1124563,"neuem,pbegc",F100-2208,19-20
1017095,"wkgnd,spcuh",F100-2208,19-20
3588141,"xweyg,aawmi",F100-2208,19-20
1676784,"cbuxl,egjtb",F100-2208,19-20
6175962,"hgfcu,afaou",F100-2208,20-21
1479466,"yviep,ndscw",F100-2208,20-21
0474940,"knegt,qfssk",F100-2208,19-20
6560769,"kjqwo,jkeou",F100-2208,19-20
9955597,"rfojy,rghva",F100-2208,20-21
8650615,"htaee,tzvof",F100-2208,20-21
4540540,"vabhp,hkthr",F100-2208,20-21
8539673,"pvogs,eqkan",F100-2208,20-21
0671183,"tnggt,ibdfo",F100-2208,19-20
4786430,"olnth,xygff",F100-2208,19-20
8517576,"zftez,nflko",F100-2208,19-20
3605740,"hdmap,brdkk",F100-2208,19-20
1609067,"pwcfm,mower",F100-2208,19-20
4593887,"cefch,gegpf",F100-2208,20-21
7702900,"vrzai,znunr",F100-2208,19-20
1090961,"wjmbr,ftuyu",F100-2208,20-21
2357463,"goiyl,tzduq",F100-2208,19-20
5881866,"olrpe,rnnpt",F100-2208,20-21
2297520,"wyheg,gshri",F100-2208,20-21
1942251,"fpczq,ochgs",F100-2208,19-20
6912552,"pjmao,zhauc",F100-2208,19-20
6580221,"awxhm,iwlpo",F100-2208,19-20
0215785,"evbvs,twhlb",F100-2208,20-21
7302090,"azawz,nswkt",F100-2208,19-20
3505151,"evoiw,hnzge",F100-2208,19-20
8392814,"uabyi,qtbxc",F100-2208,20-21
6408735,"sqxyj,dkaej",F100-2208,19-20
3352464,"lpzkw,uajko",F100-2208,20-21
0191055,"twerz,ctwji",F100-2208,20-21
0425952,"epwlp,vlesr",F100-2208,19-20
9800615,"cvtjm,lduxw",F100-2208,19-20
1134929,"etmqh,azzgz",F100-2208,20-21
7038088,"jfyzl,jlxfj",F100-2208,20-21
0778258,"syadp,ilcse",F100-2208,20-21
0701765,"dfxln,hzvgx",F100-2208,19-20
7255792,"fejoh,xbikj",F100-2208,20-21
0450999,"fvkek,fyilh",F100-2208,19-20
2538521,"znbja,znmsy",F100-2208,20-21
6869469,"xzyfu,mpotk",F100-2208,20-21
3720423,"ljbne,qppps",F100-2208,19-20
8989622,"wekzr,tmqwt",F100-2208,20-21
0955270,"rhrgo,xracw",F100-2208,20-21
8151487,"mlotu,hfoyo",F100-2208,20-21
7038646,"pghoj,irowi",F100-2208,20-21
3221381,"jkvez,gzcpw",F100-2208,19-20
7037741,"dkcle,ajthd",F100-2208,19-20
8339604,"unqod,wiwug",F100-2208,20-21
7731620,"gqnpa,cobmt",F100-2208,19-20
2873373,"ptnpu,xexbb",F100-2208,20-21
6742788,"lnnif,xgumm",F100-2208,20-21
6485004,"kwasf,cvqbc",F100-2208,19-20
3547634,"cvnga,whhmv",F100-2208,19-20
0616282,"ipnne,ihqlg",F100-2208,19-20
2841302,"zpvho,uueyt",F100-2208,19-20
8063855,"ikxoo,wixeg",F100-2208,20-21
0002513,"bybzn,ikpas",F100-2208,20-21
7713285,"snkmv,entor",F100-2208,20-21
9006658,"fybzz,ojrcw",F100-2208,20-21
9040426,"pbidy,vjxor",F100-2208,19-20
3081438,"tjejh,kreop",F100-2208,20-21
7520165,"pvnof,gccpg",F100-2208,20-21
9564051,"jerla,hwlqi",F100-2208,20-21
7906659,"ijeac,qyqpl",F100-2208,19-20
3267582,"qshzx,qmtkg",F100-2208,20-21
8004134,"zbujo,trmao",F100-2208,19-20
1073682,"orhug,wbzxw",F100-2208,19-20
2354617,"gmtza,crqrf",F100-2208,20-21
5832494,"bfrkk,egczi",F100-2208,20-21
3715845,"gonrf,jdqfr",F100-2208,20-21
3228963,"ujdil,umjpw",F100-2208,20-21
4482465,"euodo,ogixl",F100-2208,20-21
8693890,"hzqxj,avpbg",F100-2208,20-21
2261917,"txmus,zeyhv",F100-2208,20-21
3695182,"xeipd,czncu",F100-2208,19-20
9330839,"zhvfn,oopij",F100-2208,19-20
3417350,"peaqb,grgoy",F100-2208,20-21
2286926,"kotzw,tuouy",F100-2208,19-20
8312725,"sgjni,dbosn",F100-2208,19-20
6409125,"dvbxz,aogwa",F100-2208,19-20
1965158,"kxoxk,ovfem",F100-2208,19-20
8801706,"fpgkp,wlprz",F100-2208,19-20
4695272,"gomft,yrqjt",F100-2208,20-21
8041749,"gasyv,rttkb",F100-2208,20-21
0921631,"gxrae,jorcz",F100-2208,19-20
7872106,"itxly,cksot",F100-2208,19-20
3545063,"wbqzv,oxmvm",F100-2208,19-20
5673080,"snezj,bkxzj",F100-2208,20-21
2551098,"nxfnk,cuumx",F100-2208,19-20
6565089,"mdfnx,hltik",F100-2208,19-20
9578958,"uqibw,dicnl",F100-2208,20-21
1241994,"fjuwg,cvqjd",F100-2208,19-20
2098262,"mjeis,rsypo",F100-2208,19-20
8697073,"vfkso,cmxcf",F100-2208,20-21
1223376,"bkksm,njwfl",F100-2208,19-20
1960648,"mlauy,fbqhy",F100-2208,19-20
1659073,"rsggl,zonnd",F100-2208,19-20
8162354,"rhwcr,nrbzc",F100-2208,20-21
2761444,"ihrwa,uneqm",F100-2208,20-21
4117011,"rnvmq,xiyuu",F100-2208,19-20
2175084,"ozlnk,uucwk",F100-2208,20-21
5918936,"yumxd,womnj",F100-2208,19-20
0756067,"zmyuj,ihnrx",F100-2208,20-21
9281656,"ugall,uvrya",F100-2208,19-20
4724736,"sfcfs,lkknu",F100-2208,20-21
9668447,"zzutn,xenaa",F100-2208,19-20
9274911,"offrn,otchl",F100-2208,19-20
7868875,"ltmhn,xkfzh",F100-2208,19-20
9335578,"cptka,emmyw",F100-2208,19-20
9118120,"sykuw,oijfo",F100-2208,19-20
9765034,"szany,ngepw",F100-2208,20-21
2250356,"wnjxn,poptu",F100-2208,20-21
6566509,"wjhpb,smepw",F100-2208,19-20
2940567,"khokb,hyrfv",F100-2208,20-21
3207757,"zlnlz,dqaor",F100-2208,20-21
9000671,"nmoxh,fnxqb",F100-2208,20-21
7888539,"sstbj,eulvj",F100-2208,20-21
8006604,"vklls,jpsdr",F100-2208,20-21
8306262,"crceb,otoqo",F100-2208,19-20
4222394,"uqkbs,zacab",F100-2208,20-21
2173365,"ukcro,gbgjs",F100-2208,19-20
5442277,"edzzb,qeieg",F100-2208,19-20
3871982,"zxzsr,aabgz",F100-2208,19-20
3660844,"hxllc,esire",F100-2208,19-20
2184542,"bscfb,qlaeg",F100-2208,19-20
3616407,"nugln,nrtgh",F100-2208,19-20
4422062,"nibmm,nptab",F100-2208,20-21
9324188,"eossb,rvsfl",F100-2208,20-21
3391803,"xtdob,clrwm",F100-2208,19-20
1886270,"skoeb,fpopt",F100-2208,20-21
5995468,"jpgnw,jtowr",F100-2208,19-20
2038712,"xcwyl,ubzxy",F100-2208,20-21
3561471,"ihrfl,sdbeg",F100-2208,19-20
8774814,"sdtgn,rcbzr",F100-2208,20-21
6163442,"riukb,iplby",F100-2208,20-21
0149251,"tchmg,vxbvt",F100-2208,19-20
5837325,"dclkr,adhxl",F100-2208,20-21
2635952,"gpbqq,cjvwh",F100-2208,19-20
4310022,"yqnst,jdkoa",F100-2208,20-21
9641463,"ucnml,fguzx",F100-2208,20-21
8406851,"hjgps,wtyyp",F100-2208,20-21
5950957,"lknga,cygrt",F100-2208,19-20
8039135,"ejodr,efucy",F100-2208,20-21
1239641,"uoeaj,supds",F100-2208,19-20
4926511,"fssvo,khwgr",F100-2208,20-21
3317140,"prkbt,kfxou",F100-2208,20-21
0532784,"hwqal,oecoh",F100-2208,19-20
3558112,"qemey,nngaz",F100-2208,20-21
4501129,"dybxe,pphwy",F100-2208,19-20
6174638,"movky,gpmtu",F100-2208,20-21
8998148,"revrq,olybb",F100-2208,19-20
4502933,"jocfo,ypobi",F100-2208,20-21
1753495,"vwerd,blrbz",F100-2208,19-20
7433322,"qwswl,hclhi",F100-2208,20-21
7836705,"cpwwp,qklbx",F100-2208,19-20
7472770,"oottj,omlkd",F100-2208,19-20
4413431,"ltrqs,rkqnd",F100-2208,20-21
8378253,"codzy,obxyy",F100-2208,20-21
2996746,"fqlbq,zmgjs",F100-2208,19-20
2204841,"ljxqd,rdpim",F100-2208,19-20
5291747,"bpgbs,brjqz",F100-2208,19-20
9406333,"imsrb,eoeaj",F100-2208,19-20
2367955,"iicvt,vdmsn",F100-2208,19-20
3105215,"gmzly,wdghb",F100-2208,19-20
9269824,"fvegj,ewhii",F100-2208,19-20
7375239,"rndur,ffvyo",F100-2208,19-20
1708862,"jqjop,haiht",F100-2208,20-21
4762086,"mvrdi,dpzkd",F100-2208,20-21
2679343,"tldlj,iooed",F100-2208,19-20
9990257,"gdbwx,ptcyo",F100-2208,19-20
0740852,"ocyte,mkupi",F100-2208,19-20
1871173,"bqzyh,hlhpb",F100-2208,20-21
4933173,"gjgvm,hkvrl",F100-2208,19-20
4669315,"rhqql,keeel",F100-2208,20-21
1312574,"hsfnu,jakqr",F100-2208,19-20
8629322,"fxdhl,xzecr",F100-2208,20-21
8832418,"sjxll,rumxu",F100-2208,19-20
5419492,"hqgox,fwnry",F100-2208,19-20
9413105,"nbuax,rcsha",F100-2208,20-21
7913884,"zfhwc,oeltu",F100-2208,19-20
9759098,"lsnrd,pvgii",F100-2208,19-20
2704064,"sjmbe,vafyw",F100-2208,19-20
5576692,"bumpv,dxgxp",F100-2208,19-20
1708525,"xzarj,drrhb",F100-2208,20-21
4812848,"stkpz,ozfgz",F100-2208,20-21
4851017,"kwupi,taycn",F100-2208,20-21
5439496,"fyahu,kvvwc",F100-2208,20-21
5794368,"pvczg,ayiqj",F100-2208,19-20
9434696,"xpjhq,psbka",F100-2208,20-21
4521199,"korbj,gatoy",F100-2208,19-20
6209268,"hyuqz,tpcrc",F100-2208,20-21
7193122,"sfuhb,qaqul",F100-2208,20-21
8483915,"tlqcb,pfbwf",F100-2208,19-20
7734083,"almnv,xjnon",F100-2208,20-21
6389119,"oouwb,fdyaq",F100-2208,20-21
3724296,"mcqln,sdbvv",F100-2208,20-21
1369820,"trals,ikipw",F100-2208,19-20
1431545,"xmdgv,sfdez",F100-2208,20-21
3943516,"tggcb,ievta",F100-2208,19-20
6963865,"kfoni,ielxe",F100-2208,20-21
6723300,"ouyit,ghjjr",F100-2208,20-21
0312860,"dqdwm,rbpkh",F100-2208,20-21
0589336,"bwoew,yiker",F100-2208,20-21
3912948,"jiqza,ysdrx",F100-2208,20-21
5707523,"nimnf,psupn",F100-2208,19-20
6603266,"xzsqq,agfnh",F100-2208,20-21
7877704,"aspvv,oykme",F100-2208,20-21
8119165,"xwvhi,qagvv",F100-2208,20-21
9767578,"uwqyh,prwzy",F100-2208,19-20
7623536,"jvkoi,xckvf",F100-2208,19-20
1138306,"rrgjx,hybdg",F100-2208,20-21
3738192,"evxdn,rbypu",F100-2208,20-21
1730730,"ayaui,xvkjf",F100-2208,20-21
2776165,"cvjbo,tcisa",F100-2208,19-20
2396211,"uhema,iymch",F100-2208,19-20
1422083,"holkq,vrubx",F100-2208,19-20
3253759,"sdpku,lpiwn",F100-2208,19-20
9335222,"nkimn,bbeua",F100-2208,20-21
5161355,"pcpvi,agjnk",F100-2208,20-21
9520189,"uvpni,vfdss",F100-2208,20-21
2542315,"exyca,uxive",F100-2208,20-21
5806381,"wgfcb,hpvnw",F100-2208,19-20
9000825,"ryerz,gjfff",F100-2208,20-21
1071025,"lhsob,mbhcn",F100-2208,20-21
5283467,"kiqcd,sxnit",F100-2208,20-21
6914820,"mtfuz,wajqo",F100-2208,20-21
4372337,"wslrz,bwgur",F100-2208,20-21
0486252,"wurdj,zinng",F100-2208,20-21
7560097,"qphyv,aoyli",F100-2208,20-21
7351441,"ouzlk,bknnz",F100-2208,20-21
1443729,"lghhy,ijsjq",F100-2208,20-21
4062139,"amgbh,hevdf",F100-2208,20-21
3679930,"zrqaf,rfxmz",F100-2208,20-21
7534407,"dseuj,dexyt",F100-2208,19-20
6436279,"ilnxf,tazna",F100-2208,19-20
4775386,"ukqso,ugoqp",F100-2208,19-20
8774847,"cvrij,wtmyw",F100-2208,20-21
2372541,"awntk,mqehp",F100-2208,19-20
1546929,"zqdnz,aowwt",F100-2208,19-20
6875333,"vkvwa,iclxm",F100-2208,19-20
5364392,"ilcel,rranm",F100-2208,20-21
1004138,"ptuxg,clvky",F100-2208,19-20
3836131,"kwquu,sgzex",F100-2208,20-21
4488543,"vmbaz,uyyvp",F100-2208,19-20
9650871,"iqnet,yhpvr",F100-2208,20-21
9666095,"vslpj,cjpwx",F100-2208,20-21
0693210,"wkgvr,avhfw",F100-2208,20-21
9428169,"udttz,ywhyj",F100-2208,19-20
4310933,"fhxon,roghk",F100-2208,19-20
6280688,"mxkeu,gnkxm",F100-2208,20-21
7312775,"cdeec,cipzq",F100-2208,20-21
3444664,"etriu,xrfes",F100-2208,20-21
8717814,"atyyj,afrey",F100-2208,20-21
4339181,"jzusq,hcuqa",F100-2208,19-20
6195136,"xlpyx,lpjxt",F100-2208,19-20
4064929,"gvzez,iudmg",F100-2208,20-21
6707896,"oaaag,fixup",F100-2208,19-20
3337798,"qhhcb,ioqrc",F100-2208,19-20
5923478,"vccyw,hkarb",F100-2208,20-21
5613371,"zaisq,whdht",F100-2208,19-20
9449698,"ggwbp,sjwiv",F100-2208,20-21
5364409,"bnpwp,wlcjg",F100-2208,20-21
0413161,"uejev,xoxpe",F100-2208,19-20
7942102,"otexx,bptha",F100-2208,19-20
4341097,"bhgcb,pcrkk",F100-2208,19-20
8235104,"jzimm,wffsy",F100-2208,20-21
9784467,"xsaea,dpgun",F100-2208,19-20
2662583,"wldhe,ohnud",F100-2208,19-20
2133865,"liacw,ipeaa",F100-2208,20-21
2191856,"opnfd,tscpx",F100-2208,19-20
2493004,"rxuoe,kxsqw",F100-2208,19-20
3495409,"dabmk,gnotz",F100-2208,20-21
8135388,"aqqct,xbtkx",F100-2208,20-21
7890447,"iuiwq,rnxpz",F100-2208,19-20
6544618,"qixjm,cerzb",F100-2208,19-20
2487402,"qdzoa,vzprk",F100-2208,20-21
6484156,"aghzn,fxayx",F100-2208,19-20
4028496,"ulppg,tekzt",F100-2208,19-20
1495459,"qyqps,dpaqk",F100-2208,19-20
1973751,"vkotn,unbxh",F100-2208,19-20
7333825,"xcymh,vomft",F100-2208,20-21
9425681,"twoth,fgsyc",F100-2208,19-20
5004456,"cfesy,rjocl",F100-2208,20-21
9948446,"ufgsy,zhgaj",F100-2208,19-20
4050462,"fbvfi,gtctw",F100-2208,20-21
0167917,"vbcre,yxhfa",F100-2208,20-21
7478680,"akzkc,lfwmf",F100-2208,19-20
6551244,"xbwqf,fhbrw",F100-2208,19-20
1197794,"fyopn,eljbi",F100-2208,20-21
4930094,"hwqmm,muapy",F100-2208,19-20
5813846,"uigij,edtyn",F100-2208,19-20
6005165,"koohf,zqhld",F100-2208,19-20
6865650,"wudov,ksdup",F100-2208,19-20
5334821,"ikmjp,pvbvk",F100-2208,19-20
0038619,"cfxld,amvyj",F100-2208,19-20
9824023,"jgivk,pkupo",F100-2208,20-21
0801430,"hehux,ligfy",F100-2208,19-20
4238584,"zrdto,balhk",F100-2208,19-20
1125000,"oqeer,lxlev",F100-2208,19-20
5298333,"szosj,rsoxf",F100-2208,20-21
5338524,"ggjkv,vubuh",F100-2208,20-21
0088376,"nxbyq,kmvim",F100-2208,20-21
0051141,"tsgks,yayvj",F100-2208,19-20
8100879,"ssbaa,hpctj",F100-2208,20-21
1121863,"eyjmo,bbsqa",F100-2208,20-21
6119108,"iwvnc,hqbzi",F100-2208,19-20
2751043,"okoym,fdtiq",F100-2208,20-21
1103008,"wysal,czahj",F100-2208,19-20
1146814,"vovmy,oknam",F100-2208,19-20
5744996,"dhahz,efkjk",F100-2208,20-21
9732829,"aibqr,mhxko",F100-2208,19-20
9784869,"opbyp,mzdmz",F100-2208,19-20
2903526,"gjgxu,lygqj",F100-2208,19-20
3394285,"zbrtz,rubca",F100-2208,19-20
7365125,"boswk,akopk",F100-2208,20-21
2368572,"hgamj,aqnrs",F100-2208,19-20
5777927,"kgrdt,lolfb",F100-2208,20-21
5690355,"dehhq,difll",F100-2208,19-20
5856860,"cwmqq,oxdtx",F100-2208,20-21
2236637,"dfozj,hzcfo",F100-2208,20-21
5313478,"knbtd,uvgpd",F100-2208,20-21
6153682,"ywcem,xxrkj",F100-2208,19-20
0657205,"ggqga,aadlo",F100-2208,20-21
0661760,"wvnql,cbxis",F100-2208,20-21
7571295,"ghtdz,qwafb",F100-2208,19-20
9374440,"dcvrx,okesj",F100-2208,20-21
5165859,"bbhcn,hyqew",F100-2208,20-21
6881288,"htcpg,sdxzn",F100-2208,19-20
9021130,"mghws,boinc",F100-2208,20-21
7723736,"msmhl,lunck",F100-2208,19-20
8644747,"fcgjv,xwvfv",F100-2208,20-21
6567450,"ktowo,ufxub",F100-2208,20-21
3089703,"iwndp,nncxn",F100-2208,20-21
2655664,"gxalq,rvptr",F100-2208,19-20
6695438,"dfhgy,kksda",F100-2208,19-20
9115910,"hjsgc,jrecr",F100-2208,20-21
7395050,"viloe,tjydf",F100-2208,20-21
8932915,"jtrce,onvbh",F100-2208,19-20
0777542,"knwfw,hhhrw",F100-2208,19-20
8986283,"qszkx,jaqff",F100-2208,19-20
4957578,"maftg,xybze",F100-2208,20-21
9735239,"zgglg,pptma",F100-2208,20-21
9991328,"hljca,ghrao",F100-2208,20-21
7925859,"bcgxd,dbdsd",F100-2208,19-20
9956848,"penkn,wnnat",F100-2208,20-21
8628354,"xtegq,krays",F100-2208,19-20
5751200,"lhknd,wmhhj",F100-2208,20-21
9274818,"hbwnw,orqlg",F100-2208,19-20
1954415,"nchcn,kkhjg",F100-2208,19-20
4042091,"avvxh,elxzu",F100-2208,20-21
3194061,"ctcry,ccmrj",F100-2208,20-21
1276803,"qmafv,tsvpl",F100-2208,19-20
4646809,"suvyb,lwzjm",F100-2208,20-21
8981684,"okpym,dnkgf",F100-2208,19-20
0185894,"zzwxv,hmrdr",F100-2208,19-20
2532094,"uphsb,uquvo",F100-2208,19-20
6114714,"djikr,cjrln",F100-2208,20-21
7344522,"zoghj,ofzpt",F100-2208,20-21
4814693,"qokgl,bfvmf",F100-2208,19-20
4046264,"qjeda,hjgfk",F100-2208,19-20
9522165,"fxqxj,gvfel",F100-2208,20-21
8868667,"poagv,iekua",F100-2208,19-20
5208965,"olece,qhoya",F100-2208,19-20
4493890,"kejac,pvtto",F100-2208,20-21
0550334,"pfejd,lwbai",F100-2208,20-21
7139161,"hqaul,ybwpq",F100-2208,20-21
7850527,"azobe,ddepq",F100-2208,19-20
0573190,"tqtuy,mxfds",F100-2208,20-21
4155371,"dfrmc,vucvr",F100-2208,19-20
0616671,"ldzdh,pgoln",F100-2208,19-20
6078702,"kmehp,bvfvx",F100-2208,20-21
3754556,"mpaxl,mhjwf",F100-2208,19-20
7387729,"pkros,eouvf",F100-2208,19-20
7741979,"yofgp,oyveh",F100-2208,20-21
1790897,"wuxxi,czlwq",F100-2208,19-20
3500365,"nktjr,newxn",F100-2208,19-20
8217654,"tkfuq,jadao",F100-2208,20-21
1022616,"jvonv,vduns",F100-2208,20-21
3615626,"ocbol,nxniu",F100-2208,20-21
3671539,"xcxuf,lkrqv",F100-2208,19-20
2776240,"libwv,rpzbd",F100-2208,19-20
8221531,"teore,psyol",F100-2208,19-20
3591428,"btiym,avqsa",F100-2208,20-21
5720397,"xvhtx,smvjo",F100-2208,19-20
2257446,"jaeur,dtfro",F100-2208,19-20
2564103,"lmpzy,jmawe",F100-2208,19-20
2897204,"rnufg,fjktx",F100-2208,20-21
8603176,"ptetx,jufjy",F100-2208,20-21
5098882,"qzyew,dbeue",F100-2208,19-20
8641301,"avzfl,binol",F100-2208,20-21
5416506,"kpnix,cvdqf",F100-2208,20-21
3295095,"sxvvg,rboep",F100-2208,19-20
0301558,"lslwv,pxiqn",F100-2208,19-20
0609989,"jqmwd,eldfj",F100-2208,20-21
6839977,"jgism,mzdlm",F100-2208,19-20
